Pokedex_number,Name,Abilities,Against_normal,Against_fire,Against_water,Against_electric,Against_grass,Against_ice,Against_fighting,Against_poison,Against_ground,Against_flying,Against_psychic,Against_bug,Against_rock,Against_ghost,Against_dragon,Against_dark,Against_steel,Against_fairy,Against_All Concat,Type_1,Type_2,Base_total,HP,Attack,Defense,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Capture_rate,Generation
320,Wailmer,"Water Veil, Oblivious, Pressure",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,400,130,70,35,70,35,60,2,130,125,3
321,Wailord,"Water Veil, Oblivious, Pressure",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,500,170,90,45,90,45,60,14.5,398,60,3
322,Numel,"Oblivious, Simple, Own Tempo",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,"1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5",fire,ground,305,60,60,40,65,45,35,0.7,24,255,3
323,Camerupt,"Magma Armor, Solid Rock, Anger Point",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,"1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5",fire,ground,460,70,100,70,105,75,40,1.9,220,150,3
323,Mega Camerupt,Sheer Force,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,"1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5",fire,ground,560,70,120,100,145,105,20,2.5,320.5,150,6
324,Torkoal,"White Smoke, Drought, Shell Armor",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,470,70,85,140,85,70,20,0.5,80.4,90,3
325,Spoink,"Thick Fat, Own Tempo, Gluttony",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,330,60,25,35,70,80,60,0.7,30.6,255,3
326,Grumpig,"Thick Fat, Own Tempo, Gluttony",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,470,80,45,65,90,110,80,0.9,71.5,60,3
327,Spinda,"Own Tempo, Tangled Feet, Contrary",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,360,60,60,60,60,60,60,1.1,5,255,3
328,Trapinch,"Hyper Cutter, Arena Trap, Sheer Force",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,290,45,100,45,45,45,10,0.7,15,255,3
329,Vibrava,Levitate,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,"1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2",ground,dragon,340,50,70,50,50,50,70,1.1,15.3,120,3
330,Flygon,Levitate,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,"1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2",ground,dragon,520,80,100,80,80,80,100,2,82,45,3
331,Cacnea,"Sand Veil, Water Absorb",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,335,50,85,40,85,40,35,0.4,51.3,190,3
332,Cacturne,"Sand Veil, Water Absorb",1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,"1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2",grass,dark,475,70,115,60,115,60,55,1.3,77.4,60,3
333,Swablu,"Natural Cure, Cloud Nine",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,310,45,40,60,40,75,50,0.4,1.2,255,3
334,Altaria,"Natural Cure, Cloud Nine",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,"1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2",dragon,flying,490,75,70,90,70,105,80,1.1,20.6,45,3
334,Mega Altaria,Pixilate,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2,"1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2",dragon,fairy,590,75,110,110,110,105,80,1.5,20.6,45,6
335,Zangoose,"Immunity, Toxic Boost",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,458,73,115,60,60,60,90,1.3,40.3,90,3
336,Seviper,"Shed Skin, Infiltrator",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,458,73,100,60,100,60,65,2.7,52.5,90,3
337,Lunatone,Levitate,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,"0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1",rock,psychic,460,90,55,65,95,85,70,1,168,45,3
338,Solrock,Levitate,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,"0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1",rock,psychic,460,90,95,85,55,65,70,1.2,154,45,3
339,Barboach,"Oblivious, Anticipation, Hydration",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1",water,ground,288,50,48,43,46,41,60,0.4,1.9,190,3
340,Whiscash,"Oblivious, Anticipation, Hydration",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1",water,ground,468,110,78,73,76,71,60,0.9,23.6,75,3
341,Corphish,"Hyper Cutter, Shell Armor, Adaptability",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,308,43,80,65,50,35,35,0.6,11.5,205,3
342,Crawdaunt,"Hyper Cutter, Shell Armor, Adaptability",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2",water,dark,468,63,120,85,90,55,55,1.1,32.8,155,3
343,Baltoy,Levitate,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,"1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1",ground,psychic,300,40,40,55,40,70,55,0.5,21.5,255,3
344,Claydol,Levitate,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,"1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1",ground,psychic,500,60,70,105,70,120,75,1.5,108,90,3
345,Lileep,"Suction Cups, Storm Drain",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,"0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1",rock,grass,355,66,41,77,61,87,23,1,23.8,45,3
346,Cradily,"Suction Cups, Storm Drain",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,"0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1",rock,grass,495,86,81,97,81,107,43,1.5,60.4,45,3
347,Anorith,"Battle Armor, Swift Swim",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1",rock,bug,355,45,95,50,40,50,75,0.7,12.5,45,3
348,Armaldo,"Battle Armor, Swift Swim",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1",rock,bug,495,75,125,100,70,80,45,1.5,68.2,45,3
349,Feebas,"Swift Swim, Oblivious, Adaptability",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,200,20,15,20,10,55,80,0.6,7.4,255,3
350,Milotic,"Marvel Scale, Competitive, Cute Charm",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,540,95,60,79,100,125,81,6.2,162,60,3
351,Castform,Forecast,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,420,70,70,70,70,70,70,0.3,0.8,45,3
351,Castform Sunny Form,Forecast,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,420,70,70,70,70,70,70,0.3,0.8,45,3
351,Castform Rainy Form,Forecast,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,420,70,70,70,70,70,70,0.3,0.8,45,3
351,Castform Snowy Form,Forecast,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,420,70,70,70,70,70,70,0.3,0.8,45,3
352,Kecleon,"Color Change, Protean",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,440,60,90,70,60,120,40,1,22,200,3
353,Shuppet,"Insomnia, Frisk, Cursed Body",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,295,44,75,35,63,33,45,0.6,2.3,225,3
354,Banette,"Insomnia, Frisk, Cursed Body",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,455,64,115,65,83,63,65,1.1,12.5,45,3
354,Mega Banette,Prankster,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,555,64,165,75,93,83,75,1.2,13,45,6
355,Duskull,"Levitate, Frisk",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,295,20,40,90,30,90,25,0.8,15,190,3
356,Dusclops,"Pressure, Frisk",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,455,40,70,130,60,130,25,1.6,30.6,90,3
357,Tropius,"Chlorophyll, Solar Power, Harvest",1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,"1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1",grass,flying,460,99,68,83,72,87,51,2,100,200,3
358,Chimecho,Levitate,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,455,75,50,80,95,90,65,0.6,1,45,3
359,Absol,"Pressure, Super Luck, Justified",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,465,65,130,60,75,60,75,1.2,47,30,3
359,Mega Absol,Magic Bounce,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,565,65,150,60,115,60,115,1.2,49,30,6
360,Wynaut,"Shadow Tag, Telepathy",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,260,95,23,48,23,48,23,0.6,14,125,3
361,Snorunt,"Inner Focus, Ice Body, Moody",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,300,50,50,50,50,50,50,0.7,16.8,190,3
362,Glalie,"Inner Focus, Ice Body, Moody",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,580,80,120,80,120,80,100,1.5,256.5,75,3
362,Mega Glalie,Refrigerate,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,580,80,120,80,120,80,100,2.1,350.2,75,6
363,Spheal,"Thick Fat, Ice Body, Oblivious",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",ice,water,290,70,40,50,55,50,25,0.8,39.5,255,3
364,Sealeo,"Thick Fat, Ice Body, Oblivious",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",ice,water,410,90,60,70,75,70,45,1.1,87.6,120,3
365,Walrein,"Thick Fat, Ice Body, Oblivious",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",ice,water,530,110,80,90,95,90,65,1.4,150.6,45,3
366,Clamperl,"Shell Armor, Rattled",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,345,35,64,85,74,55,32,0.4,52.5,255,3
367,Huntail,"Swift Swim, Water Veil",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,485,55,104,105,94,75,52,1.7,27,60,3
368,Gorebyss,"Swift Swim, Hydration",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,485,55,84,105,114,75,52,1.8,22.6,60,3
369,Relicanth,"Swift Swim, Rock Head, Sturdy",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",water,rock,485,100,90,130,45,65,55,1,23.4,25,3
370,Luvdisc,"Swift Swim, Hydration",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,330,43,30,55,40,65,97,0.6,8.7,225,3
371,Bagon,"Rock Head, Sheer Force",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,300,45,75,60,40,30,50,0.6,42.1,45,3
372,Shelgon,"Rock Head, Overcoat",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,420,65,95,100,60,50,50,1.1,110.5,45,3
373,Salamence,"Intimidate, Moxie",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,"1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2",dragon,flying,600,95,135,80,110,80,100,1.5,102.6,45,3
373,Mega Salamence,Aerilate,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,"1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2",dragon,flying,700,95,145,130,120,90,120,1.8,112.6,45,6
374,Beldum,"Clear Body, Light Metal",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",steel,psychic,300,40,55,80,35,60,30,0.6,95.2,3,3
375,Metang,"Clear Body, Light Metal",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",steel,psychic,420,60,75,100,55,80,50,1.2,202.5,3,3
376,Metagross,"Clear Body, Light Metal",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",steel,psychic,600,80,135,130,95,90,70,1.6,550,3,3
376,Mega Metagross,Tough Claws,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",steel,psychic,700,80,145,150,105,110,110,2.5,942.9,3,6
377,Regirock,"Clear Body, Sturdy",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,580,80,100,200,50,100,50,1.7,230,3,3
378,Regice,"Clear Body, Ice Body",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,580,80,50,100,100,200,50,1.8,175,3,3
379,Registeel,"Clear Body, Light Metal",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,580,80,75,150,75,150,50,1.9,205,3,3
380,Latias,Levitate,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,"1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2",dragon,psychic,600,80,80,90,110,130,110,1.4,40,3,3
380,Mega Latias,Levitate,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2,"1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2",dragon,psychic,700,80,100,120,140,150,110,1.8,52,3,6
381,Latios,Levitate,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,"1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2",dragon,psychic,600,80,90,80,130,110,110,2,60,3,3
381,Mega Latios,Levitate,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2,"1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2",dragon,psychic,700,80,130,100,160,120,110,2.3,70,3,3
382,Kyogre,Drizzle,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,670,100,100,90,150,140,90,4.5,352,3,3
382,Primal Kyogre,Primordial Sea,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,770,100,150,90,180,160,90,9.8,430,5,6
383,Groudon,Drought,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,670,100,150,140,100,90,90,3.5,950,3,3
383,Primal Groudon,Desolate Land,1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,"1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5",ground,fire,770,100,180,160,150,90,90,5,999.7,5,6
384,Rayquaza,Air Lock,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,"1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2",dragon,flying,680,105,150,90,150,90,95,7,206.5,45,3
384,Primal Rayquaza,Drought,1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2",dragon,flying,780,105,180,100,180,100,115,10.8,392,3,6
385,Jirachi,Serene Grace,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",steel,psychic,600,100,100,100,100,100,100,0.3,1.1,3,3
386,Deoxys Normal Forme,Pressure,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,550,50,100,50,150,50,150,1.7,60.8,3,3
386,Deoxys Attack Forme,Pressure,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,600,50,180,20,180,20,150,1.7,60.8,3,3
386,Deoxys Defense Forme,Pressure,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,600,50,70,160,70,160,90,1.7,60.8,3,3
386,Deoxys Speed Forme,Pressure,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,600,50,95,90,95,90,180,1.7,60.8,3,3
387,Turtwig,"Overgrow, Shell Armor",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,318,55,68,64,45,55,31,0.4,10.2,45,4
388,Grotle,"Overgrow, Shell Armor",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,405,75,89,85,55,65,36,1.1,97,45,4
389,Torterra,"Overgrow, Shell Armor",1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,"1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1",grass,ground,525,95,109,105,75,85,56,2.2,310,45,4
390,Chimchar,"Blaze, Iron Fist",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,309,44,58,44,58,44,61,0.5,6.2,45,4
391,Monferno,"Blaze, Iron Fist",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1",fire,fighting,405,64,78,52,78,52,81,0.9,22,45,4
392,Infernape,"Blaze, Iron Fist",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1",fire,fighting,534,76,104,71,104,71,108,1.2,55,45,4
393,Piplup,"Torrent, Defiant",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,314,53,51,53,61,56,40,0.4,5.2,45,4
394,Prinplup,"Torrent, Defiant",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,405,64,66,68,81,76,50,0.8,23,45,4
395,Empoleon,"Torrent, Defiant",0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5",water,steel,530,84,86,88,111,101,60,1.7,84.5,45,4
396,Starly,"Keen Eye, Reckless",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,245,40,55,30,30,30,60,0.3,2,255,4
397,Staravia,"Intimidate, Reckless",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,340,55,75,50,40,40,80,0.6,15.5,120,4
398,Staraptor,"Intimidate, Reckless",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,485,85,120,70,50,60,100,1.2,24.9,45,4
399,Bidoof,"Simple, Unaware, Moody",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,250,59,45,40,35,40,31,0.5,20,255,4
400,Bibarel,"Simple, Unaware, Moody",1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1",normal,water,410,79,85,60,55,60,71,1,31.5,127,4
